miRNA	Position in the UTR	seed match	context++ score	context++ score percentile	weighted context++ score	conserved branch length	Pct	Predicted relative KD
hsa-miR-4524b-5p	1303-1309	7mer-m8	-0.32	 95	-0.32	0.483	N/A	-5.165
hsa-miR-4524a-5p	1303-1309	7mer-m8	-0.32	 94	-0.32	0.483	N/A	-5.165
hsa-miR-646	1303-1309	7mer-1A	-0.16	 89	-0.16	0.016	N/A	N/A
hsa-miR-223-5p	1309-1315	7mer-1A	-0.09	 65	-0.09	0.000	N/A	N/A
hsa-miR-581	1311-1317	7mer-m8	-0.17	 89	-0.17	0.250	N/A	N/A
hsa-miR-1273e	1314-1320	7mer-1A	-0.14	 82	-0.14	0.000	N/A	N/A
hsa-miR-578	1323-1329	7mer-1A	-0.06	 75	-0.06	0.153	N/A	N/A
hsa-miR-4482-5p	1337-1344	8mer	-0.45	 99	-0.45	0.000	N/A	N/A
hsa-miR-3130-5p	1337-1344	8mer	-0.44	 99	-0.44	0.000	N/A	N/A
hsa-miR-1295b-5p	1338-1344	7mer-1A	-0.20	 93	-0.20	0.000	N/A	N/A
hsa-miR-1912	1338-1344	7mer-1A	-0.18	 91	-0.17	0.000	N/A	N/A
hsa-miR-1245b-3p	1356-1362	7mer-m8	-0.12	 84	-0.12	0.000	N/A	N/A
hsa-miR-3158-5p	1359-1365	7mer-m8	-0.18	 93	-0.17	0.031	N/A	N/A
hsa-miR-509-3-5p	1360-1366	7mer-m8	-0.24	 97	-0.24	0.000	N/A	N/A
hsa-miR-509-5p	1360-1366	7mer-m8	-0.23	 96	-0.23	0.000	N/A	N/A
hsa-miR-4418	1360-1366	7mer-m8	-0.20	 95	-0.20	0.000	N/A	N/A
hsa-miR-4511	1364-1370	7mer-m8	-0.02	 73	-0.02	0.000	N/A	N/A
hsa-miR-3133	1365-1371	7mer-m8	-0.05	 92	-0.05	0.000	N/A	N/A
hsa-let-7c-3p	1372-1378	7mer-m8	-0.14	 88	-0.14	0.031	N/A	N/A
hsa-miR-3177-5p	1373-1379	7mer-m8	-0.31	 90	-0.31	0.000	N/A	N/A
hsa-miR-595	1376-1382	7mer-1A	-0.11	 90	-0.11	0.043	N/A	N/A
hsa-miR-302b-5p	1389-1396	8mer	-0.13	 96	-0.13	0.137	N/A	N/A
hsa-miR-302d-5p	1389-1396	8mer	-0.08	 94	-0.08	0.137	N/A	N/A
hsa-miR-103a-2-5p	1393-1400	8mer	-0.26	 95	-0.26	0.322	N/A	N/A
hsa-miR-3977	1395-1401	7mer-1A	-0.19	 95	-0.19	0.000	N/A	N/A
hsa-miR-5186	1399-1405	7mer-m8	-0.12	 82	-0.12	0.000	N/A	N/A
hsa-miR-6888-5p	1401-1407	7mer-m8	-0.17	 94	-0.17	0.000	N/A	N/A
hsa-miR-4428	1402-1409	8mer	-0.28	 97	-0.28	0.016	N/A	-4.616
hsa-miR-3173-3p	1403-1409	7mer-1A	-0.08	 71	-0.08	0.043	N/A	N/A
hsa-miR-6891-5p	1403-1409	7mer-1A	-0.07	 68	-0.07	0.043	N/A	N/A
hsa-miR-494-3p	1413-1419	7mer-1A	-0.07	 85	-0.07	2.496	N/A	-3.086
hsa-miR-653-5p	1413-1419	7mer-m8	-0.03	 59	-0.03	2.496	N/A	-3.555
hsa-miR-4728-3p	1417-1423	7mer-m8	-0.15	 87	-0.15	0.000	N/A	N/A
hsa-miR-376c-3p	1426-1432	7mer-1A	-0.18	 86	-0.18	2.230	N/A	N/A
hsa-miR-376c-3p	1437-1443	7mer-m8	-0.26	 95	-0.26	0.721	N/A	-3.275
hsa-miR-4282	1456-1462	7mer-m8	-0.02	 66	-0.02	0.000	N/A	N/A
hsa-miR-548c-3p	1458-1464	7mer-1A	-0.01	 57	-0.01	0.016	N/A	N/A
hsa-miR-494-3p	1472-1478	7mer-1A	-0.07	 83	-0.07	1.944	N/A	-2.595
hsa-miR-653-5p	1472-1478	7mer-m8	-0.05	 70	-0.05	1.944	N/A	-3.730
hsa-miR-3919	1481-1487	7mer-m8	-0.04	 73	-0.04	0.000	N/A	N/A
hsa-miR-5680	1492-1498	7mer-1A	-0.01	 53	-0.01	0.000	N/A	N/A
hsa-miR-3668	1495-1501	7mer-m8	-0.20	 88	-0.20	0.000	N/A	N/A
hsa-miR-569	1499-1505	7mer-m8	-0.16	 90	-0.15	0.043	N/A	N/A
hsa-miR-498	1505-1511	7mer-1A	-0.04	 84	-0.04	0.043	N/A	-3.555
hsa-miR-1305	1506-1512	7mer-1A	-0.01	 49	-0.01	0.000	N/A	N/A
hsa-miR-4282	1510-1516	7mer-m8	-0.02	 66	-0.02	0.000	N/A	N/A
hsa-miR-487b-5p	1518-1524	7mer-1A	-0.08	 83	-0.07	0.031	N/A	N/A
hsa-miR-487a-5p	1518-1524	7mer-1A	-0.06	 80	-0.06	0.031	N/A	N/A
hsa-miR-28-5p	1528-1534	7mer-1A	-0.11	 78	-0.11	2.593	N/A	-4.489
hsa-miR-708-5p	1528-1534	7mer-1A	-0.10	 76	-0.10	2.593	N/A	-4.354
hsa-miR-3139	1528-1534	7mer-1A	-0.06	 63	-0.06	2.593	N/A	-4.565
hsa-miR-548b-3p	1535-1542	8mer	-0.30	 98	-0.29	0.016	N/A	N/A
hsa-miR-4511	1536-1542	7mer-1A	-0.01	 43	-0.01	0.000	N/A	N/A
hsa-miR-3653-3p	1537-1543	7mer-1A	-0.01	 43	-0.01	0.000	N/A	N/A
hsa-miR-3658	1537-1543	7mer-m8	-0.02	 40	-0.02	0.000	N/A	N/A
hsa-miR-362-5p	1542-1548	7mer-1A	-0.20	 93	-0.20	2.093	N/A	-3.027
hsa-miR-501-5p	1542-1548	7mer-1A	-0.16	 89	-0.15	0.243	N/A	N/A
hsa-miR-3915	1552-1559	8mer	-0.30	 97	-0.30	0.000	N/A	N/A
hsa-miR-3928-3p	1552-1558	7mer-1A	-0.04	 80	-0.04	0.000	N/A	N/A
hsa-miR-6858-5p	1553-1559	7mer-1A	-0.07	 75	-0.07	0.483	N/A	N/A
hsa-miR-4689	1553-1559	7mer-1A	-0.10	 73	-0.10	0.483	N/A	N/A
hsa-miR-1224-5p	1553-1559	7mer-1A	-0.01	 48	-0.01	0.714	N/A	-2.300
hsa-miR-8070	1558-1564	7mer-m8	-0.11	 82	-0.11	0.000	N/A	N/A
hsa-miR-648	1561-1567	7mer-1A	-0.11	 80	-0.10	0.031	N/A	N/A
hsa-miR-6073	1563-1569	7mer-1A	-0.17	 83	-0.16	0.483	N/A	N/A
hsa-miR-511-3p	1566-1572	7mer-m8	-0.12	 80	-0.12	0.031	N/A	-4.156
hsa-miR-6818-5p	1572-1579	8mer	-0.35	 99	-0.34	0.000	N/A	N/A
hsa-miR-147a	1573-1579	7mer-1A	-0.08	 87	-0.08	0.187	N/A	-3.241
hsa-miR-581	1574-1581	8mer	-0.35	 97	-0.35	0.043	N/A	N/A
hsa-miR-4762-5p	1579-1586	8mer	-0.24	 97	-0.23	0.000	N/A	N/A
hsa-miR-101-3p.2	1586-1592	7mer-1A	-0.11	 87	-0.11	1.977	< 0.1	-3.697
hsa-miR-582-5p	1586-1592	7mer-1A	-0.05	 66	-0.04	1.977	N/A	-5.356
hsa-miR-6504-3p	1587-1594	8mer	-0.15	 97	-0.15	0.000	N/A	N/A
hsa-miR-6515-5p	1606-1613	8mer	-0.43	 98	-0.42	0.000	N/A	N/A
hsa-miR-1249-5p	1606-1612	7mer-1A	-0.25	 92	-0.25	0.031	N/A	N/A
hsa-miR-6797-5p	1606-1612	7mer-1A	-0.23	 89	-0.22	0.031	N/A	N/A
hsa-miR-4443	1607-1613	7mer-1A	-0.07	 67	-0.07	0.000	N/A	N/A
hsa-miR-432-5p	1608-1614	7mer-m8	-0.18	 89	-0.18	0.327	N/A	-2.024
hsa-miR-890	1609-1615	7mer-m8	-0.10	 78	-0.10	0.333	N/A	N/A
hsa-miR-499b-5p	1612-1618	7mer-m8	-0.11	 83	-0.11	0.000	N/A	-3.338
hsa-miR-202-3p	1619-1625	7mer-1A	-0.14	 75	-0.14	0.271	N/A	N/A
hsa-miR-1304-5p	1621-1627	7mer-1A	-0.10	 74	-0.10	0.000	N/A	N/A
hsa-miR-664b-3p	1624-1631	8mer	-0.13	 96	-0.13	0.043	N/A	-4.295
hsa-miR-579-3p	1624-1631	8mer	-0.12	 95	-0.11	0.043	N/A	-4.144
hsa-miR-5696	1625-1631	7mer-1A	-0.01	 34	-0.01	0.000	N/A	N/A
hsa-miR-664a-3p	1626-1632	7mer-m8	-0.10	 91	-0.10	0.250	N/A	N/A
hsa-miR-4760-3p	1627-1633	7mer-m8	-0.02	 54	-0.02	0.000	N/A	N/A
hsa-miR-186-5p	1631-1638	8mer	-0.07	 95	-0.06	0.053	N/A	-3.547
hsa-miR-3133	1632-1638	7mer-1A	-0.01	 63	-0.01	0.000	N/A	N/A
hsa-miR-6723-5p	1646-1652	7mer-1A	-0.19	 87	-0.18	0.000	N/A	N/A
hsa-miR-4540	1646-1652	7mer-1A	-0.15	 79	-0.15	0.306	N/A	N/A
hsa-miR-4275	1650-1656	7mer-1A	-0.01	 46	-0.01	0.000	N/A	N/A
hsa-miR-450b-5p	1658-1664	7mer-m8	-0.04	 65	-0.04	0.233	N/A	-2.717
hsa-miR-3689d	1670-1676	7mer-1A	-0.14	 84	-0.14	0.000	N/A	N/A
hsa-miR-6851-5p	1670-1676	7mer-1A	-0.17	 77	-0.17	0.000	N/A	N/A
hsa-miR-516b-5p	1672-1678	7mer-m8	-0.16	 81	-0.15	0.043	N/A	-3.686
hsa-miR-573	1678-1684	7mer-1A	-0.10	 79	-0.10	0.175	N/A	N/A
hsa-miR-3616-5p	1678-1684	7mer-1A	-0.05	 61	-0.05	0.175	N/A	N/A
hsa-miR-1298-5p	1688-1694	7mer-1A	-0.04	 70	-0.04	2.176	N/A	-2.895
hsa-miR-6853-3p	1689-1695	7mer-m8	-0.11	 78	-0.11	0.000	N/A	N/A
hsa-miR-2276-3p	1702-1708	7mer-m8	-0.20	 95	-0.20	0.000	N/A	N/A
hsa-miR-3646	1711-1717	7mer-m8	-0.02	 48	-0.02	0.000	N/A	N/A
hsa-miR-7-1-3p	1714-1720	7mer-m8	-0.02	 72	-0.02	0.000	N/A	N/A
hsa-miR-7-2-3p	1714-1720	7mer-m8	-0.02	 72	-0.02	0.000	N/A	N/A
hsa-miR-6715b-3p	1729-1735	7mer-1A	-0.02	 61	-0.02	0.000	N/A	N/A
hsa-miR-607	1730-1736	7mer-1A	-0.01	 40	-0.01	0.000	N/A	N/A
hsa-miR-205-3p	1732-1738	7mer-1A	-0.01	 50	-0.01	0.000	N/A	N/A
hsa-miR-138-2-3p	1733-1739	7mer-m8	-0.07	 93	-0.07	0.000	N/A	N/A
hsa-miR-7158-3p	1737-1744	8mer	-0.23	 97	-0.23	0.000	N/A	N/A
hsa-miR-203b-3p	1738-1744	7mer-1A	-0.10	 82	-0.10	0.000	N/A	N/A
hsa-miR-17-3p	1745-1751	7mer-m8	-0.19	 95	-0.19	0.187	N/A	N/A
hsa-miR-22-3p	1748-1754	7mer-1A	-0.18	 83	-0.17	1.778	< 0.1	-4.556
hsa-miR-296-3p	1754-1760	7mer-1A	-0.15	 87	-0.15	0.000	N/A	-2.411
hsa-miR-2052	1762-1768	7mer-m8	-0.12	 84	-0.12	0.000	N/A	N/A
hsa-miR-524-5p	1773-1779	7mer-1A	-0.04	 83	-0.04	0.000	N/A	-3.943
hsa-miR-520d-5p	1773-1779	7mer-1A	-0.03	 79	-0.03	0.000	N/A	-3.943
hsa-miR-511-5p	1779-1785	7mer-m8	-0.10	 91	-0.10	0.016	N/A	N/A
hsa-miR-6830-3p	1779-1785	7mer-1A	-0.01	 29	-0.01	0.000	N/A	N/A
hsa-miR-105-5p	1784-1790	7mer-1A	-0.01	 64	-0.01	0.016	N/A	-3.783
hsa-miR-7853-5p	1784-1790	7mer-1A	-0.01	 48	-0.01	0.016	N/A	-3.391
hsa-miR-7159-3p	1790-1796	7mer-1A	-0.01	 36	-0.01	0.000	N/A	N/A
hsa-miR-4482-3p	1790-1796	7mer-1A	-0.01	 29	-0.01	0.000	N/A	N/A
hsa-miR-4326	1796-1802	7mer-1A	-0.09	 73	-0.09	0.000	N/A	N/A
hsa-miR-424-3p	1802-1808	7mer-m8	-0.18	 90	-0.18	0.159	N/A	N/A
hsa-miR-548z	1804-1810	7mer-1A	-0.01	 57	-0.01	0.159	N/A	N/A
hsa-miR-548d-3p	1804-1810	7mer-1A	-0.01	 57	-0.01	0.159	N/A	N/A
hsa-miR-548ac	1804-1810	7mer-1A	-0.01	 57	-0.01	0.159	N/A	N/A
hsa-miR-548bb-3p	1804-1810	7mer-1A	-0.01	 57	-0.01	0.159	N/A	N/A
hsa-miR-548h-3p	1804-1810	7mer-1A	-0.01	 57	-0.01	0.159	N/A	N/A
hsa-miR-548am-3p	1804-1810	7mer-1A	-0.01	 50	-0.01	0.000	N/A	N/A
hsa-miR-548j-3p	1804-1810	7mer-1A	-0.01	 50	-0.01	0.000	N/A	N/A
hsa-miR-548aq-3p	1804-1810	7mer-1A	-0.01	 50	-0.01	0.000	N/A	N/A
hsa-miR-548ah-3p	1804-1810	7mer-1A	-0.01	 50	-0.01	0.000	N/A	N/A
hsa-miR-548ae-3p	1804-1810	7mer-1A	-0.01	 50	-0.01	0.000	N/A	N/A
hsa-miR-548x-3p	1804-1810	7mer-1A	-0.01	 49	-0.01	0.000	N/A	N/A
hsa-miR-548aj-3p	1804-1810	7mer-1A	-0.01	 49	-0.01	0.000	N/A	N/A
hsa-miR-4495	1807-1814	8mer	-0.17	 95	-0.17	0.000	N/A	N/A
hsa-miR-379-3p	1808-1814	7mer-1A	-0.06	 84	-0.06	1.641	N/A	-2.981
hsa-miR-411-3p	1808-1814	7mer-1A	-0.06	 84	-0.06	1.641	N/A	-3.006
hsa-miR-380-3p	1808-1814	7mer-1A	-0.06	 83	-0.06	0.244	N/A	-3.112
hsa-miR-548l	1812-1818	7mer-m8	-0.04	 82	-0.04	0.016	N/A	N/A
hsa-miR-548n	1813-1819	7mer-m8	-0.02	 53	-0.02	0.016	N/A	N/A
hsa-miR-548aj-5p	1815-1822	8mer	-0.30	 99	-0.29	0.000	N/A	N/A
hsa-miR-548x-5p	1815-1822	8mer	-0.30	 99	-0.29	0.000	N/A	N/A
hsa-miR-548g-5p	1815-1822	8mer	-0.30	 99	-0.29	0.000	N/A	N/A
hsa-miR-548f-5p	1815-1822	8mer	-0.28	 99	-0.28	0.000	N/A	N/A
hsa-miR-548aw	1816-1823	8mer	-0.10	 94	-0.10	0.000	N/A	N/A
hsa-miR-1468-3p	1816-1822	7mer-1A	-0.03	 59	-0.03	0.000	N/A	N/A
hsa-miR-518a-5p	1817-1823	7mer-1A	-0.07	 83	-0.07	0.016	N/A	N/A
hsa-miR-527	1817-1823	7mer-1A	-0.07	 83	-0.07	0.016	N/A	N/A
hsa-miR-450b-5p	1818-1825	8mer	-0.24	 97	-0.23	0.031	N/A	-4.424
hsa-miR-3680-3p	1819-1825	7mer-1A	-0.17	 94	-0.16	0.000	N/A	N/A
hsa-miR-507	1819-1825	7mer-1A	-0.05	 79	-0.04	0.043	N/A	N/A
hsa-miR-557	1819-1825	7mer-1A	-0.01	 51	-0.01	0.043	N/A	N/A
hsa-miR-4699-3p	1828-1835	8mer	-0.25	 98	-0.25	0.000	N/A	N/A
hsa-miR-4795-3p	1832-1839	8mer	-0.17	 94	-0.17	0.000	N/A	N/A
hsa-miR-126-5p	1832-1838	7mer-1A	-0.11	 92	-0.11	0.000	N/A	-2.121
hsa-miR-3119	1847-1854	8mer	-0.41	 98	-0.40	0.000	N/A	N/A
hsa-miR-493-3p	1855-1861	7mer-1A	-0.08	 74	-0.08	2.390	N/A	-3.032
hsa-miR-6126	1856-1862	7mer-1A	-0.05	 78	-0.05	0.000	N/A	N/A
hsa-miR-6864-5p	1856-1862	7mer-1A	-0.11	 75	-0.10	0.000	N/A	N/A
hsa-miR-6844	1860-1866	7mer-1A	-0.04	 66	-0.04	0.000	N/A	N/A
hsa-miR-520d-5p	1875-1881	7mer-m8	-0.02	 68	-0.02	0.031	N/A	-3.933
hsa-miR-524-5p	1875-1881	7mer-m8	-0.02	 67	-0.02	0.031	N/A	-3.933
hsa-miR-1283	1876-1882	7mer-m8	-0.07	 64	-0.07	0.016	N/A	N/A
hsa-miR-1229-3p	1882-1888	7mer-m8	-0.20	 91	-0.20	0.000	N/A	N/A
hsa-miR-6511a-3p	1882-1888	7mer-1A	-0.20	 87	-0.20	0.000	N/A	N/A
hsa-miR-6511b-3p	1882-1888	7mer-1A	-0.20	 87	-0.20	0.000	N/A	N/A
hsa-miR-6862-3p	1882-1888	7mer-1A	-0.09	 70	-0.09	0.000	N/A	N/A
hsa-miR-6784-3p	1882-1888	7mer-1A	-0.07	 66	-0.07	0.000	N/A	N/A
hsa-miR-1285-5p	1883-1889	7mer-m8	-0.03	 78	-0.03	0.000	N/A	N/A
hsa-miR-4684-3p	1889-1895	7mer-1A	-0.14	 79	-0.14	0.000	N/A	N/A
hsa-miR-744-3p	1890-1896	7mer-1A	-0.08	 64	-0.08	0.000	N/A	N/A
hsa-miR-3158-3p	1895-1901	7mer-m8	-0.17	 87	-0.17	0.000	N/A	N/A
hsa-miR-6836-5p	1897-1903	7mer-m8	-0.31	 95	-0.30	0.043	N/A	N/A
hsa-miR-6132	1897-1903	7mer-m8	-0.32	 95	-0.32	0.043	N/A	N/A
hsa-miR-6510-5p	1898-1904	7mer-m8	-0.19	 89	-0.19	0.000	N/A	N/A
hsa-miR-548e-5p	1901-1907	7mer-m8	-0.02	 39	-0.02	0.000	N/A	N/A
hsa-miR-548aj-5p	1903-1910	8mer	-0.09	 88	-0.09	0.000	N/A	N/A
hsa-miR-548x-5p	1903-1910	8mer	-0.09	 88	-0.09	0.000	N/A	N/A
hsa-miR-548g-5p	1903-1910	8mer	-0.09	 88	-0.09	0.000	N/A	N/A
hsa-miR-548f-5p	1903-1910	8mer	-0.08	 84	-0.08	0.000	N/A	N/A
hsa-miR-548aw	1904-1910	7mer-m8	-0.02	 49	-0.02	0.000	N/A	N/A
hsa-miR-1468-3p	1904-1910	7mer-1A	-0.01	 26	-0.01	0.000	N/A	N/A
hsa-miR-491-3p	1907-1913	7mer-m8	-0.10	 62	-0.09	0.043	N/A	N/A
hsa-miR-33a-5p	1912-1918	7mer-1A	-0.08	 86	-0.08	3.457	0.30	-3.279
hsa-miR-33b-5p	1912-1918	7mer-1A	-0.08	 86	-0.08	3.457	0.30	-3.048
hsa-miR-4789-3p	1926-1932	7mer-m8	-0.17	 94	-0.17	0.000	N/A	N/A
hsa-miR-548ac	1931-1937	7mer-1A	-0.01	 57	-0.01	0.031	N/A	N/A
hsa-miR-548h-3p	1931-1937	7mer-1A	-0.01	 57	-0.01	0.031	N/A	N/A
hsa-miR-548z	1931-1937	7mer-1A	-0.01	 57	-0.01	0.031	N/A	N/A
hsa-miR-548d-3p	1931-1937	7mer-1A	-0.01	 57	-0.01	0.031	N/A	N/A
hsa-miR-548bb-3p	1931-1937	7mer-1A	-0.01	 57	-0.01	0.031	N/A	N/A
hsa-miR-548ae-3p	1931-1937	7mer-1A	-0.01	 50	-0.01	0.031	N/A	N/A
hsa-miR-548aq-3p	1931-1937	7mer-1A	-0.01	 50	-0.01	0.031	N/A	N/A
hsa-miR-548am-3p	1931-1937	7mer-1A	-0.01	 50	-0.01	0.031	N/A	N/A
hsa-miR-548j-3p	1931-1937	7mer-1A	-0.01	 50	-0.01	0.031	N/A	N/A
hsa-miR-548ah-3p	1931-1937	7mer-1A	-0.01	 50	-0.01	0.031	N/A	N/A
hsa-miR-548aj-3p	1931-1937	7mer-1A	-0.01	 49	-0.01	0.031	N/A	N/A
hsa-miR-548x-3p	1931-1937	7mer-1A	-0.01	 49	-0.01	0.031	N/A	N/A
hsa-miR-302a-5p	1934-1940	7mer-1A	-0.02	 81	-0.02	0.137	N/A	N/A
hsa-miR-3129-3p	1940-1946	7mer-m8	-0.12	 92	-0.12	0.000	N/A	N/A
hsa-miR-5583-5p	1940-1946	7mer-m8	-0.10	 90	-0.10	0.000	N/A	N/A
hsa-miR-4272	1944-1951	8mer	-0.31	 99	-0.30	0.000	N/A	N/A
hsa-miR-6074	1946-1953	8mer	-0.13	 96	-0.13	0.000	N/A	N/A
hsa-miR-1250-3p	1955-1961	7mer-m8	-0.12	 95	-0.12	0.000	N/A	N/A
hsa-miR-5010-3p	1987-1993	7mer-m8	-0.17	 93	-0.17	0.000	N/A	N/A
hsa-miR-548c-3p	1997-2003	7mer-m8	-0.02	 84	-0.02	0.170	N/A	N/A
hsa-miR-524-5p	2001-2007	7mer-1A	-0.04	 84	-0.04	0.031	N/A	-3.947
hsa-miR-520d-5p	2001-2007	7mer-1A	-0.02	 67	-0.02	0.031	N/A	-3.947
hsa-miR-6504-3p	2003-2009	7mer-1A	-0.06	 89	-0.06	0.000	N/A	N/A
hsa-miR-4524a-3p	2010-2016	7mer-1A	-0.14	 80	-0.14	0.016	N/A	N/A
hsa-miR-3672	2011-2017	7mer-1A	-0.16	 91	-0.16	0.000	N/A	N/A
hsa-miR-6864-3p	2011-2017	7mer-1A	-0.06	 84	-0.06	0.000	N/A	N/A
hsa-miR-563	2014-2020	7mer-1A	-0.12	 75	-0.12	0.159	N/A	N/A
hsa-miR-380-5p	2014-2020	7mer-1A	-0.11	 75	-0.11	0.159	N/A	N/A
hsa-miR-29b-1-5p	2016-2022	7mer-1A	-0.07	 79	-0.07	0.306	N/A	N/A
hsa-miR-3653-3p	2036-2042	7mer-m8	-0.07	 82	-0.07	0.000	N/A	N/A
hsa-miR-618	2045-2051	7mer-m8	-0.10	 83	-0.10	0.250	N/A	N/A
hsa-miR-548am-3p	2048-2055	8mer	-0.03	 85	-0.03	0.031	N/A	N/A
hsa-miR-548ah-3p	2048-2055	8mer	-0.03	 85	-0.03	0.031	N/A	N/A
hsa-miR-548j-3p	2048-2055	8mer	-0.03	 84	-0.03	0.031	N/A	N/A
hsa-miR-548ae-3p	2048-2055	8mer	-0.03	 84	-0.03	0.031	N/A	N/A
hsa-miR-548x-3p	2048-2055	8mer	-0.03	 84	-0.03	0.031	N/A	N/A
hsa-miR-548aj-3p	2048-2055	8mer	-0.03	 84	-0.03	0.031	N/A	N/A
hsa-miR-548aq-3p	2048-2055	8mer	-0.03	 84	-0.03	0.031	N/A	N/A
hsa-miR-548d-3p	2049-2055	7mer-1A	-0.01	 57	-0.01	0.031	N/A	N/A
hsa-miR-548z	2049-2055	7mer-1A	-0.01	 57	-0.01	0.031	N/A	N/A
hsa-miR-548ac	2049-2055	7mer-1A	-0.01	 57	-0.01	0.031	N/A	N/A
hsa-miR-548h-3p	2049-2055	7mer-1A	-0.01	 57	-0.01	0.031	N/A	N/A
hsa-miR-548bb-3p	2049-2055	7mer-1A	-0.01	 57	-0.01	0.031	N/A	N/A
hsa-miR-3910	2055-2061	7mer-m8	-0.20	 95	-0.20	0.000	N/A	N/A
hsa-miR-548an	2056-2062	7mer-m8	-0.09	 75	-0.09	0.000	N/A	N/A
hsa-miR-185-5p	2062-2068	7mer-m8	-0.30	 97	-0.30	2.243	N/A	-5.203
hsa-miR-4306	2062-2068	7mer-m8	-0.30	 97	-0.30	2.243	N/A	-5.203
hsa-miR-4644	2062-2068	7mer-m8	-0.26	 94	-0.26	2.243	N/A	-4.475
hsa-miR-6888-5p	2064-2070	7mer-1A	-0.15	 92	-0.14	0.000	N/A	N/A
hsa-miR-3680-5p	2070-2076	7mer-m8	-0.09	 83	-0.09	0.000	N/A	N/A
hsa-miR-8064	2074-2080	7mer-m8	-0.17	 89	-0.17	0.000	N/A	N/A
hsa-miR-383-3p	2077-2083	7mer-1A	-0.08	 81	-0.08	0.000	N/A	N/A
hsa-miR-3065-3p	2077-2083	7mer-1A	-0.07	 78	-0.07	0.223	N/A	N/A
hsa-miR-4716-5p	2090-2096	7mer-m8	-0.19	 94	-0.19	0.000	N/A	N/A
hsa-miR-7153-3p	2092-2098	7mer-1A	-0.14	 86	-0.14	0.000	N/A	N/A
hsa-miR-369-3p	2096-2102	7mer-m8	-0.02	 73	-0.02	2.176	N/A	-3.029
hsa-miR-3161	2099-2105	7mer-1A	-0.03	 62	-0.03	0.000	N/A	N/A
hsa-miR-599	2099-2105	7mer-m8	-0.06	 62	-0.06	1.845	N/A	-3.472
hsa-miR-7155-3p	2107-2113	7mer-1A	-0.14	 80	-0.14	0.159	N/A	N/A
hsa-miR-3136-3p	2107-2113	7mer-1A	-0.14	 80	-0.14	0.159	N/A	N/A
hsa-miR-221-5p	2110-2116	7mer-1A	-0.13	 81	-0.13	0.522	N/A	N/A
hsa-miR-8073	2110-2116	7mer-1A	-0.13	 81	-0.13	0.522	N/A	N/A
hsa-miR-660-3p	2112-2118	7mer-m8	-0.15	 85	-0.15	0.031	N/A	N/A
hsa-miR-539-5p	2122-2128	7mer-1A	-0.03	 85	-0.03	0.327	N/A	N/A
hsa-miR-888-3p	2139-2146	8mer	-0.22	 95	-0.22	0.000	N/A	N/A
hsa-miR-548e-5p	2149-2155	7mer-1A	-0.01	 31	-0.01	0.000	N/A	N/A
hsa-miR-222-5p	2157-2163	7mer-1A	-0.05	 56	-0.05	0.000	N/A	N/A
hsa-miR-6815-3p	2161-2167	7mer-1A	-0.19	 87	-0.18	0.000	N/A	N/A
hsa-miR-664b-3p	2166-2173	8mer	-0.04	 85	-0.04	0.043	N/A	-3.133
hsa-miR-579-3p	2166-2173	8mer	-0.03	 76	-0.03	0.043	N/A	-3.344
hsa-miR-5696	2167-2173	7mer-1A	-0.01	 34	-0.01	0.000	N/A	N/A
hsa-miR-8081	2174-2180	7mer-1A	-0.11	 80	-0.11	0.137	N/A	N/A
hsa-miR-8055	2175-2181	7mer-1A	-0.09	 90	-0.09	0.000	N/A	N/A
hsa-miR-2052	2176-2182	7mer-m8	-0.08	 73	-0.08	0.000	N/A	N/A
hsa-miR-8069	2180-2186	7mer-m8	-0.16	 91	-0.15	0.000	N/A	N/A
hsa-miR-1273f	2182-2188	7mer-m8	-0.19	 93	-0.19	0.000	N/A	N/A
hsa-miR-6077	2188-2195	8mer	-0.23	 97	-0.23	0.000	N/A	N/A
hsa-miR-7-5p	2189-2195	7mer-1A	-0.07	 79	-0.07	2.123	0.10	-2.195
hsa-miR-1207-3p	2193-2199	7mer-m8	-0.25	 96	-0.24	0.234	N/A	N/A
hsa-miR-646	2195-2201	7mer-m8	-0.17	 90	-0.17	0.016	N/A	N/A
hsa-miR-345-3p	2201-2208	8mer	-0.10	 85	-0.10	0.000	N/A	-3.334
hsa-miR-4319	2202-2208	7mer-1A	-0.07	 62	-0.07	2.253	< 0.1	-2.604
hsa-miR-4732-3p	2202-2208	7mer-1A	-0.02	 60	-0.02	0.000	N/A	N/A
hsa-miR-125a-5p	2202-2208	7mer-1A	-0.05	 54	-0.05	2.253	< 0.1	-2.280
hsa-miR-125b-5p	2202-2208	7mer-1A	-0.05	 53	-0.05	2.253	< 0.1	-2.280
hsa-miR-670-5p	2202-2208	7mer-m8	-0.02	 46	-0.02	0.223	N/A	-4.258
hsa-miR-7113-3p	2203-2209	7mer-m8	-0.05	 61	-0.05	0.000	N/A	N/A
hsa-miR-4738-3p	2212-2218	7mer-1A	-0.01	 29	-0.01	0.000	N/A	N/A
hsa-miR-510-3p	2213-2220	8mer	-0.03	 81	-0.03	0.000	N/A	N/A
hsa-miR-653-5p	2213-2219	7mer-1A	-0.01	 24	-0.01	0.900	N/A	-4.263
hsa-miR-7108-5p	2221-2227	7mer-m8	-0.25	 95	-0.24	0.137	N/A	N/A
hsa-miR-663b	2221-2227	7mer-1A	-0.14	 83	-0.14	0.016	N/A	N/A
