miRNA	Position in the UTR	seed match	context++ score	context++ score percentile	weighted context++ score	conserved branch length	Pct	Predicted relative KD
hsa-miR-448	1594-1601	8mer	-0.20	 92	0.00	0.043	N/A	-5.358
hsa-miR-153-3p	1595-1601	7mer-1A	-0.14	 80	0.00	0.043	< 0.1	-4.284
hsa-miR-10a-3p	1626-1632	7mer-1A	-0.08	 93	0.00	0.000	N/A	N/A
hsa-miR-3136-3p	1647-1653	7mer-1A	-0.25	 94	0.00	0.000	N/A	N/A
hsa-miR-7155-3p	1647-1653	7mer-1A	-0.22	 91	0.00	0.000	N/A	N/A
hsa-miR-6765-3p	1651-1657	7mer-m8	-0.16	 92	0.00	0.000	N/A	N/A
hsa-miR-6804-3p	1652-1658	7mer-m8	-0.12	 69	0.00	0.000	N/A	N/A
hsa-miR-6807-5p	1661-1667	7mer-m8	-0.02	 65	0.00	0.000	N/A	N/A
hsa-miR-1295b-3p	1669-1675	7mer-1A	-0.08	 61	0.00	0.000	N/A	N/A
hsa-miR-5089-5p	1675-1681	7mer-m8	-0.02	 75	0.00	0.000	N/A	N/A
hsa-miR-619-5p	1676-1683	8mer	-0.23	 98	0.00	0.000	N/A	N/A
hsa-miR-6506-5p	1676-1683	8mer	-0.23	 97	0.00	0.000	N/A	N/A
hsa-miR-4314	1677-1684	8mer	-0.30	 96	0.00	0.000	N/A	N/A
hsa-miR-204-3p	1677-1683	7mer-1A	-0.12	 93	0.00	0.000	N/A	N/A
hsa-miR-4646-5p	1677-1683	7mer-1A	-0.16	 91	0.00	0.000	N/A	N/A
hsa-miR-3192-5p	1677-1683	7mer-1A	-0.15	 89	0.00	0.010	N/A	N/A
hsa-miR-10a-3p	1682-1688	7mer-1A	-0.02	 77	0.00	0.000	N/A	N/A
hsa-miR-5009-3p	1684-1690	7mer-m8	-0.02	 47	0.00	0.000	N/A	-3.213
hsa-miR-6865-3p	1691-1698	8mer	-0.21	 91	0.00	0.000	N/A	N/A
hsa-miR-3620-3p	1692-1698	7mer-1A	-0.05	 61	0.00	0.000	N/A	N/A
hsa-miR-6862-3p	1693-1699	7mer-m8	-0.14	 80	0.00	0.000	N/A	N/A
hsa-miR-6784-3p	1693-1699	7mer-m8	-0.14	 80	0.00	0.000	N/A	N/A
hsa-miR-1224-3p	1698-1704	7mer-m8	-0.02	 49	0.00	0.000	N/A	N/A
hsa-miR-4454	1705-1711	7mer-1A	-0.15	 62	0.00	0.000	N/A	N/A
hsa-miR-1245a	1707-1713	7mer-m8	-0.04	 61	0.00	0.010	N/A	N/A
hsa-miR-8079	1707-1713	7mer-m8	-0.02	 50	0.00	0.010	N/A	N/A
hsa-miR-6513-3p	1710-1716	7mer-1A	-0.01	 28	0.00	0.000	N/A	N/A
hsa-miR-6861-3p	1715-1721	7mer-m8	-0.14	 76	0.00	0.000	N/A	N/A
hsa-miR-4442	1718-1724	7mer-1A	-0.17	 71	0.00	0.000	N/A	N/A
hsa-miR-3687	1718-1724	7mer-1A	-0.21	 70	0.00	0.000	N/A	N/A
hsa-miR-4680-5p	1723-1729	7mer-1A	-0.01	 21	0.00	0.000	N/A	N/A
hsa-miR-203b-3p	1724-1730	7mer-1A	-0.01	 29	0.00	0.000	N/A	N/A
hsa-miR-7158-3p	1724-1730	7mer-1A	-0.01	 24	0.00	0.000	N/A	N/A
hsa-miR-2052	1727-1733	7mer-m8	-0.02	 30	0.00	0.000	N/A	N/A
hsa-miR-29b-1-5p	1730-1736	7mer-m8	-0.02	 43	0.00	0.000	N/A	N/A
hsa-miR-4755-3p	1736-1742	7mer-m8	-0.21	 87	0.00	0.000	N/A	N/A
hsa-miR-4435	1738-1745	8mer	-0.21	 90	0.00	0.000	N/A	N/A
hsa-miR-3187-3p	1739-1745	7mer-1A	-0.13	 90	0.00	0.000	N/A	-2.229
hsa-miR-548s	1739-1745	7mer-1A	-0.10	 77	0.00	0.000	N/A	N/A
hsa-miR-588	1739-1745	7mer-1A	-0.04	 70	0.00	0.010	N/A	-1.458
hsa-miR-4701-5p	1739-1745	7mer-1A	-0.01	 38	0.00	0.010	N/A	-2.480
hsa-miR-4781-3p	1742-1749	8mer	-0.06	 76	0.00	0.000	N/A	N/A
hsa-miR-629-5p	1754-1760	7mer-1A	-0.13	 83	0.00	0.000	N/A	-3.110
hsa-miR-6839-3p	1754-1760	7mer-m8	-0.14	 81	0.00	0.000	N/A	N/A
hsa-miR-1273f	1758-1764	7mer-m8	-0.12	 83	0.00	0.000	N/A	N/A
hsa-miR-6832-5p	1761-1768	8mer	-0.24	 89	0.00	0.000	N/A	N/A
hsa-miR-4732-5p	1762-1768	7mer-1A	-0.09	 78	0.00	0.000	N/A	N/A
hsa-miR-3674	1763-1770	8mer	-0.15	 76	0.00	0.000	N/A	N/A
hsa-miR-129-5p	1767-1773	7mer-1A	-0.01	 47	0.00	0.043	< 0.1	-1.868
hsa-miR-4482-3p	1775-1781	7mer-m8	-0.02	 51	0.00	0.000	N/A	N/A
hsa-miR-5571-5p	1778-1784	7mer-1A	-0.01	 53	0.00	0.000	N/A	N/A
hsa-miR-3943	1798-1804	7mer-m8	-0.11	 76	0.00	0.000	N/A	N/A
hsa-miR-1225-3p	1799-1806	8mer	-0.52	 99	0.00	0.000	N/A	N/A
hsa-miR-1233-3p	1800-1806	7mer-1A	-0.05	 49	0.00	0.000	N/A	N/A
hsa-miR-7151-3p	1808-1815	8mer	-0.03	 52	0.00	0.000	N/A	N/A
hsa-miR-5095	1808-1815	8mer	-0.03	 49	0.00	0.000	N/A	N/A
hsa-miR-4438	1808-1814	7mer-1A	-0.01	 22	0.00	0.000	N/A	N/A
hsa-miR-6504-3p	1810-1816	7mer-m8	-0.02	 47	0.00	0.000	N/A	N/A
hsa-miR-5089-5p	1814-1820	7mer-m8	-0.02	 37	0.00	0.000	N/A	N/A
hsa-miR-619-5p	1815-1821	7mer-m8	-0.02	 56	0.00	0.000	N/A	N/A
hsa-miR-6506-5p	1815-1821	7mer-m8	-0.02	 45	0.00	0.000	N/A	N/A
hsa-miR-5589-5p	1817-1823	7mer-1A	-0.01	 37	0.00	0.000	N/A	N/A
hsa-miR-4731-5p	1817-1823	7mer-1A	-0.01	 29	0.00	0.000	N/A	-3.440
hsa-miR-512-3p	1819-1825	7mer-m8	-0.02	 30	0.00	0.010	N/A	-3.148
hsa-miR-373-3p	1820-1826	7mer-m8	-0.02	 36	0.00	0.132	< 0.1	-3.820
hsa-miR-302a-3p	1820-1826	7mer-m8	-0.02	 29	0.00	0.132	< 0.1	-3.298
hsa-miR-302e	1820-1826	7mer-m8	-0.02	 29	0.00	0.132	< 0.1	-3.298
hsa-miR-302b-3p	1820-1826	7mer-m8	-0.02	 29	0.00	0.132	< 0.1	-3.298
hsa-miR-302c-3p.1	1820-1826	7mer-m8	-0.02	 29	0.00	0.132	< 0.1	-3.298
hsa-miR-302d-3p	1820-1826	7mer-m8	-0.02	 29	0.00	0.132	< 0.1	-3.298
hsa-miR-520d-3p	1820-1826	7mer-m8	-0.02	 28	0.00	0.132	< 0.1	-3.745
hsa-miR-520e	1820-1826	7mer-m8	-0.02	 28	0.00	0.132	< 0.1	-3.745
hsa-miR-520b	1820-1826	7mer-m8	-0.02	 27	0.00	0.132	< 0.1	-3.745
hsa-miR-520a-3p	1820-1826	7mer-m8	-0.02	 27	0.00	0.132	< 0.1	-3.745
hsa-miR-520c-3p	1820-1826	7mer-m8	-0.02	 27	0.00	0.132	< 0.1	-3.745
hsa-miR-372-3p	1820-1826	7mer-m8	-0.02	 27	0.00	0.132	< 0.1	-4.266
hsa-miR-526b-3p	1821-1827	7mer-m8	-0.02	 62	0.00	0.132	< 0.1	-4.014
hsa-miR-93-5p	1821-1827	7mer-m8	-0.02	 59	0.00	0.132	< 0.1	-4.066
hsa-miR-106b-5p	1821-1827	7mer-m8	-0.02	 58	0.00	0.132	< 0.1	-3.479
hsa-miR-20b-5p	1821-1827	7mer-m8	-0.02	 58	0.00	0.132	< 0.1	-3.987
hsa-miR-17-5p	1821-1827	7mer-m8	-0.02	 58	0.00	0.132	< 0.1	-4.209
hsa-miR-20a-5p	1821-1827	7mer-m8	-0.02	 58	0.00	0.132	< 0.1	-3.645
hsa-miR-519d-3p	1821-1827	7mer-m8	-0.02	 57	0.00	0.132	< 0.1	-3.952
hsa-miR-106a-5p	1821-1827	7mer-m8	-0.02	 56	0.00	0.132	< 0.1	-4.325
hsa-miR-520h	1822-1828	7mer-m8	-0.02	 44	0.00	0.010	N/A	-2.580
hsa-miR-520g-3p	1822-1828	7mer-m8	-0.02	 44	0.00	0.010	N/A	-2.580
hsa-miR-186-3p	1824-1831	8mer	-0.03	 66	0.00	0.000	N/A	N/A
hsa-miR-150-5p	1826-1833	8mer	-0.03	 66	0.00	0.043	< 0.1	-2.418
hsa-miR-532-3p	1827-1833	7mer-1A	-0.01	 53	0.00	0.043	N/A	-1.467
hsa-miR-2116-3p	1827-1833	7mer-1A	-0.01	 48	0.00	0.000	N/A	-1.362
hsa-miR-4713-5p	1827-1833	7mer-m8	-0.02	 15	0.00	0.000	N/A	N/A
hsa-miR-1224-3p	1837-1844	8mer	-0.07	 72	0.00	0.010	N/A	N/A
hsa-miR-1260b	1838-1844	7mer-m8	-0.07	 56	0.00	0.010	N/A	N/A
hsa-miR-1260a	1838-1844	7mer-m8	-0.07	 56	0.00	0.010	N/A	N/A
hsa-miR-4433a-5p	1839-1845	7mer-m8	-0.04	 57	0.00	0.000	N/A	N/A
hsa-miR-640	1849-1855	7mer-m8	-0.05	 50	0.00	0.010	N/A	N/A
hsa-miR-6800-5p	1853-1860	8mer	-0.08	 63	0.00	0.000	N/A	N/A
hsa-miR-6802-5p	1854-1860	7mer-1A	-0.08	 54	0.00	0.000	N/A	N/A
hsa-miR-6759-3p	1859-1865	7mer-1A	-0.04	 47	0.00	0.000	N/A	N/A
hsa-miR-378a-5p	1862-1868	7mer-m8	-0.07	 78	0.00	0.000	N/A	N/A
hsa-miR-3653-5p	1863-1869	7mer-m8	-0.02	 41	0.00	0.000	N/A	N/A
hsa-miR-6128	1870-1876	7mer-1A	-0.01	 33	0.00	0.010	N/A	N/A
hsa-miR-1299	1870-1876	7mer-m8	-0.02	 24	0.00	0.010	N/A	N/A
hsa-miR-875-3p	1870-1876	7mer-1A	-0.01	 24	0.00	0.000	N/A	N/A
hsa-miR-6753-3p	1873-1879	7mer-1A	-0.04	 40	0.00	0.000	N/A	N/A
hsa-miR-7107-3p	1873-1879	7mer-1A	-0.03	 33	0.00	0.000	N/A	N/A
hsa-miR-4527	1873-1879	7mer-1A	-0.01	 24	0.00	0.000	N/A	N/A
hsa-miR-6503-5p	1873-1879	7mer-1A	-0.01	 23	0.00	0.000	N/A	N/A
hsa-miR-3663-5p	1874-1880	7mer-m8	-0.02	 35	0.00	0.000	N/A	N/A
hsa-miR-6131	1875-1881	7mer-m8	-0.02	 44	0.00	0.010	N/A	N/A
hsa-miR-1911-3p	1880-1886	7mer-m8	-0.19	 86	0.00	0.000	N/A	N/A
hsa-miR-4716-5p	1888-1894	7mer-m8	-0.02	 36	0.00	0.000	N/A	N/A
hsa-miR-197-3p	1892-1898	7mer-1A	-0.09	 79	0.00	0.010	N/A	-3.025
hsa-miR-5096	1893-1899	7mer-m8	-0.02	 65	0.00	0.000	N/A	N/A
hsa-miR-6823-5p	1898-1904	7mer-m8	-0.11	 78	0.00	0.000	N/A	N/A
hsa-miR-4524b-3p	1901-1907	7mer-m8	-0.02	 56	0.00	0.000	N/A	N/A
hsa-miR-4524a-3p	1902-1908	7mer-m8	-0.03	 49	0.00	0.010	N/A	N/A
hsa-miR-6832-5p	1905-1911	7mer-m8	-0.02	 10	0.00	0.000	N/A	N/A
hsa-miR-411-5p.1	1907-1913	7mer-1A	-0.01	 32	0.00	0.139	N/A	-3.276
hsa-miR-411-5p.2	1907-1913	7mer-m8	-0.02	 22	0.00	0.139	N/A	-3.501
hsa-miR-325	1908-1914	7mer-m8	-0.05	 42	0.00	0.000	N/A	-1.924
hsa-miR-1224-3p	1913-1919	7mer-m8	-0.05	 64	0.00	0.010	N/A	N/A
hsa-miR-4758-3p	1924-1931	8mer	-0.30	 95	0.00	0.000	N/A	N/A
hsa-miR-3189-5p	1925-1931	7mer-1A	-0.20	 92	0.00	0.000	N/A	N/A
hsa-miR-5699-5p	1925-1931	7mer-1A	-0.13	 79	0.00	0.000	N/A	N/A
hsa-miR-5089-5p	1939-1945	7mer-m8	-0.02	 37	0.00	0.000	N/A	N/A
hsa-miR-6506-5p	1940-1946	7mer-m8	-0.04	 75	0.00	0.000	N/A	N/A
hsa-miR-619-5p	1940-1946	7mer-m8	-0.02	 56	0.00	0.000	N/A	N/A
hsa-miR-4716-5p	1949-1955	7mer-1A	-0.01	 24	0.00	0.000	N/A	N/A
hsa-miR-5581-3p	1950-1956	7mer-1A	-0.01	 34	0.00	0.000	N/A	-3.654
hsa-miR-4297	1953-1959	7mer-m8	-0.24	 89	0.00	0.000	N/A	N/A
hsa-miR-5581-5p	1953-1959	7mer-m8	-0.21	 85	0.00	0.000	N/A	N/A
hsa-miR-3614-3p	1954-1960	7mer-m8	-0.15	 86	0.00	0.000	N/A	N/A
hsa-miR-670-3p	1960-1966	7mer-m8	-0.03	 40	0.00	0.043	N/A	-2.289
hsa-miR-3667-3p	1962-1969	8mer	-0.29	 96	0.00	0.000	N/A	N/A
hsa-miR-6734-3p	1963-1969	7mer-1A	-0.08	 69	0.00	0.000	N/A	N/A
hsa-miR-4279	1966-1972	7mer-1A	-0.07	 77	0.00	0.000	N/A	N/A
hsa-miR-8062	1971-1977	7mer-m8	-0.02	 44	0.00	0.000	N/A	N/A
hsa-miR-6513-3p	1974-1980	7mer-1A	-0.06	 74	0.00	0.000	N/A	N/A
hsa-miR-4465	1975-1981	7mer-1A	-0.04	 54	0.00	0.043	< 0.1	-3.135
hsa-miR-1297	1975-1981	7mer-1A	-0.01	 35	0.00	0.043	< 0.1	-2.985
hsa-miR-26b-5p	1975-1981	7mer-1A	-0.01	 34	0.00	0.043	< 0.1	-2.985
hsa-miR-26a-5p	1975-1981	7mer-1A	-0.01	 24	0.00	0.043	< 0.1	-2.985
hsa-miR-6823-5p	1980-1986	7mer-m8	-0.06	 66	0.00	0.000	N/A	N/A
hsa-miR-4685-5p	1982-1988	7mer-1A	-0.18	 87	0.00	0.000	N/A	N/A
hsa-miR-7113-5p	1982-1988	7mer-1A	-0.16	 85	0.00	0.000	N/A	N/A
hsa-miR-6837-5p	1982-1988	7mer-1A	-0.14	 79	0.00	0.000	N/A	N/A
hsa-miR-1281	1986-1992	7mer-m8	-0.27	 81	0.00	0.000	N/A	N/A
hsa-miR-4485-5p	1988-1994	7mer-1A	-0.20	 81	0.00	0.000	N/A	N/A
hsa-miR-4999-3p	1999-2005	7mer-1A	-0.01	 24	0.00	0.000	N/A	N/A
hsa-miR-3680-5p	2001-2007	7mer-m8	-0.03	 55	0.00	0.000	N/A	N/A
hsa-miR-6750-3p	2002-2008	7mer-m8	-0.05	 86	0.00	0.000	N/A	N/A
hsa-miR-216a-5p	2008-2014	7mer-m8	-0.02	 27	0.00	0.043	< 0.1	-2.854
hsa-miR-6722-5p	2014-2020	7mer-1A	-0.27	 84	0.00	0.000	N/A	N/A
hsa-miR-5693	2017-2023	7mer-m8	-0.13	 92	0.00	0.000	N/A	N/A
hsa-miR-6880-5p	2026-2032	7mer-m8	-0.22	 85	0.00	0.000	N/A	N/A
hsa-miR-6745	2027-2033	7mer-m8	-0.15	 77	0.00	0.000	N/A	N/A
hsa-miR-363-5p	2027-2033	7mer-m8	-0.14	 76	0.00	0.000	N/A	N/A
hsa-miR-6764-5p	2031-2037	7mer-m8	-0.18	 93	0.00	0.000	N/A	N/A
hsa-miR-1915-3p	2031-2037	7mer-m8	-0.15	 91	0.00	0.000	N/A	N/A
hsa-miR-500b-3p	2033-2040	8mer	-0.13	 91	0.00	0.000	N/A	N/A
hsa-miR-6879-3p	2035-2042	8mer	-0.32	 92	0.00	0.000	N/A	N/A
hsa-miR-6773-3p	2037-2044	8mer	-0.12	 81	0.00	0.000	N/A	N/A
hsa-miR-215-3p	2038-2044	7mer-1A	-0.01	 27	0.00	0.000	N/A	N/A
hsa-miR-6805-3p	2041-2048	8mer	-0.21	 93	0.00	0.000	N/A	-6.217
hsa-miR-5691	2041-2048	8mer	-0.20	 92	0.00	0.000	N/A	-6.009
hsa-miR-3194-3p	2041-2047	7mer-1A	-0.07	 69	0.00	0.000	N/A	-3.136
hsa-miR-137	2044-2050	7mer-m8	-0.02	 27	0.00	0.072	< 0.1	-4.860
hsa-miR-548ax	2049-2055	7mer-1A	-0.15	 80	0.00	0.000	N/A	N/A
hsa-miR-548ao-5p	2049-2055	7mer-1A	-0.15	 80	0.00	0.000	N/A	N/A
hsa-miR-5585-5p	2049-2055	7mer-1A	-0.06	 69	0.00	0.000	N/A	N/A
hsa-miR-4770	2053-2060	8mer	-0.39	 99	0.00	0.043	< 0.1	-4.683
hsa-miR-6088	2053-2060	8mer	-0.38	 99	0.00	0.043	< 0.1	-4.059
hsa-miR-143-3p	2053-2060	8mer	-0.39	 99	0.00	0.043	< 0.1	-4.645
hsa-miR-4708-5p	2054-2060	7mer-1A	-0.22	 95	0.00	0.000	N/A	N/A
hsa-miR-1273f	2054-2060	7mer-1A	-0.18	 91	0.00	0.000	N/A	N/A
